발신인,발신번호,착신인,착신번호,시작일자,시작시간,종료일자,종료시간,통화시간(분),업체명,발신위치,발신종료,비고1,비고2
설진우029,010-8029-1029,장도윤031,010-8031-1031,2024-09-01,14:06:34,2024-09-01,14:22:33,15.99,SKT,대전 유성,서울 서초,,
도하린042,010-8042-1042,양준석022,010-8022-1022,2024-04-26,11:58:53,2024-04-26,12:06:42,7.83,SKT,서울 영등포,부산 해운대,,
황미경019,010-8019-1019,변서연012,010-8012-1012,2024-09-15,11:26:47,2024-09-15,11:34:35,7.8,LGU+,대전 유성,인천 부평,,
장도윤079,010-8079-1079,유태경008,010-8008-1008,2024-02-07,06:53:07,2024-02-07,06:54:04,0.96,LGU+,부산 해운대,대전 유성,,
송우진033,010-8033-1033,전성호068,010-8068-1068,2024-01-06,15:47:27,2024-01-06,15:55:51,8.4,KT,부산 해운대,인천 부평,,
마준호027,010-8027-1027,안채원078,010-8078-1078,2024-03-06,20:59:53,2024-03-06,21:01:21,1.47,SKT,서울 영등포,서울 강남,,
김철수,010-1100-1000,이영희,010-1111-1101,2024-04-19,12:57:03,2024-04-19,13:00:51,3.8,SKT,대구 수성,인천 부평,,
송우진001,010-8001-1001,유태경024,010-8024-1024,2024-08-06,18:46:19,2024-08-06,18:46:59,0.68,KT,인천 부평,부산 해운대,,
안채원046,010-8046-1046,노시우025,010-8025-1025,2024-04-12,22:11:08,2024-04-12,22:26:22,15.24,LGU+,서울 서초,인천 부평,,
송우진017,010-8017-1017,변서연076,010-8076-1076,2024-01-30,21:49:30,2024-01-30,22:07:24,17.91,SKT,대구 수성,서울 강남,,
홍예린,010-1243-1013,윤다은,010-1166-1006,2024-02-01,12:17:12,2024-02-01,12:18:39,1.46,KT,서울 서초,부산 해운대,,
고은비005,010-8005-1005,류하준050,010-8050-1050,2024-06-24,13:35:57,2024-06-24,13:52:45,16.8,KT,서울 영등포,인천 부평,,
변서연012,010-8012-1012,황미경051,010-8051-1051,2024-02-06,20:53:18,2024-02-06,21:09:26,16.15,SKT,부산 해운대,인천 부평,,
임수빈,010-1221-1111,노시우073,010-8073-1073,2024-06-29,17:04:41,2024-06-29,17:06:31,1.84,SKT,대전 유성,부산 해운대,,
노시우073,010-8073-1073,노시우025,010-8025-1025,2024-09-20,04:51:09,2024-09-20,04:51:38,0.49,SKT,서울 서초,대구 수성,,
유태경040,010-8040-1040,안채원062,010-8062-1062,2024-01-09,06:27:49,2024-01-09,06:28:50,1.03,SKT,수원 영통,서울 영등포,,
전성호052,010-8052-1052,유태경024,010-8024-1024,2024-05-17,19:30:02,2024-05-17,19:30:54,0.88,SKT,대전 유성,부산 해운대,,
도하린042,010-8042-1042,변서연076,010-8076-1076,2024-01-24,12:30:48,2024-01-24,12:35:17,4.49,KT,부산 해운대,인천 부평,,
송우진033,010-8033-1033,양준석054,010-8054-1054,2024-06-07,06:56:41,2024-06-07,07:10:12,13.52,KT,대구 수성,서울 강남,,
권태영,010-1276-1216,유태경072,010-8072-1072,2024-10-02,18:48:34,2024-10-02,18:49:35,1.02,LGU+,서울 강남,대구 수성,,
양준석006,010-8006-1006,류하준034,010-8034-1034,2024-04-22,10:40:52,2024-04-22,10:42:38,1.78,KT,대구 수성,부산 해운대,,
윤다은,010-1166-1006,이영희,010-1111-1101,2024-03-19,15:59:45,2024-03-19,16:00:19,0.58,LGU+,인천 부평,대구 수성,,
황미경051,010-8051-1051,송우진049,010-8049-1049,2024-01-19,03:03:29,2024-01-19,03:14:26,10.96,SKT,수원 영통,서울 영등포,,
안채원078,010-8078-1078,장도윤063,010-8063-1063,2024-10-06,17:05:33,2024-10-06,17:09:02,3.49,SKT,서울 강남,대구 수성,,
송우진065,010-8065-1065,류하준066,010-8066-1066,2024-08-22,18:23:28,2024-08-22,18:23:53,0.42,KT,수원 영통,대전 유성,,
마준호075,010-8075-1075,황미경051,010-8051-1051,2024-08-11,08:11:10,2024-08-11,08:14:34,3.4,KT,대전 유성,서울 서초,,
정하늘,010-1144-1104,서유진,010-1199-1109,2024-05-20,04:40:19,2024-05-20,04:51:46,11.45,SKT,서울 영등포,서울 영등포,,
고은비069,010-8069-1069,남지연032,010-8032-1032,2024-07-29,07:26:53,2024-07-29,07:28:02,1.15,LGU+,서울 서초,수원 영통,,
안채원046,010-8046-1046,송우진033,010-8033-1033,2024-01-28,17:13:52,2024-01-28,17:14:46,0.9,KT,서울 서초,수원 영통,,
양준석054,010-8054-1054,양준석022,010-8022-1022,2024-04-02,03:38:00,2024-04-02,03:38:37,0.63,SKT,인천 부평,수원 영통,,
남지연000,010-8000-1000,류하준002,010-8002-1002,2024-03-24,22:15:05,2024-03-24,22:16:15,1.18,KT,대전 유성,서울 서초,,
유태경056,010-8056-1056,황미경051,010-8051-1051,2024-07-13,18:52:07,2024-07-13,18:52:26,0.32,SKT,서울 서초,서울 영등포,,
이영희,010-1111-1101,오세진,010-1155-1005,2024-03-21,00:26:28,2024-03-21,00:27:34,1.1,KT,인천 부평,서울 강남,,
정하늘,010-1144-1004,차미래055,010-8055-1055,2024-01-11,20:52:58,2024-01-11,21:02:04,9.1,LGU+,대구 수성,인천 부평,,
노시우025,010-8025-1025,안채원014,010-8014-1014,2024-01-11,01:14:56,2024-01-11,01:23:16,8.34,KT,서울 강남,서울 영등포,,
문재혁,010-1254-1014,윤다은,010-1166-1006,2024-01-31,18:35:35,2024-01-31,18:36:12,0.63,SKT,대구 수성,대전 유성,,
설진우029,010-8029-1029,양준석006,010-8006-1006,2024-04-22,20:28:26,2024-04-22,20:36:39,8.22,SKT,대구 수성,대구 수성,,
안채원030,010-8030-1030,설진우077,010-8077-1077,2024-06-02,04:02:29,2024-06-02,04:03:12,0.73,LGU+,부산 해운대,대구 수성,,
고은비053,010-8053-1053,안채원062,010-8062-1062,2024-07-27,04:55:26,2024-07-27,04:59:29,4.06,KT,대구 수성,서울 강남,,
류하준066,010-8066-1066,송우진033,010-8033-1033,2024-03-21,09:54:13,2024-03-21,10:07:10,12.95,LGU+,서울 서초,부산 해운대,,
유태경040,010-8040-1040,고은비037,010-8037-1037,2024-09-01,22:42:30,2024-09-01,22:48:46,6.28,SKT,대전 유성,서울 서초,,
임수빈,010-1221-1011,차미래023,010-8023-1023,2024-01-14,10:38:14,2024-01-14,10:39:44,1.5,KT,서울 강남,수원 영통,,
고은비021,010-8021-1021,설진우061,010-8061-1061,2024-08-28,14:58:47,2024-08-28,15:15:56,17.15,SKT,서울 서초,인천 부평,,
양준석006,010-8006-1006,류하준034,010-8034-1034,2024-04-15,08:26:43,2024-04-15,08:27:49,1.1,LGU+,대전 유성,인천 부평,,
변서연028,010-8028-1028,류하준034,010-8034-1034,2024-10-05,01:04:57,2024-10-05,01:22:45,17.81,LGU+,수원 영통,대구 수성,,
장도윤047,010-8047-1047,설진우045,010-8045-1045,2024-06-07,00:46:28,2024-06-07,00:57:19,10.85,LGU+,서울 영등포,부산 해운대,,
문재혁,010-1254-1114,도하린026,010-8026-1026,2024-06-19,09:58:00,2024-06-19,10:02:36,4.6,SKT,서울 서초,수원 영통,,
송우진065,010-8065-1065,류하준034,010-8034-1034,2024-03-05,21:37:49,2024-03-05,21:41:40,3.86,KT,부산 해운대,대전 유성,,
양준석022,010-8022-1022,도하린010,010-8010-1010,2024-04-24,00:24:14,2024-04-24,00:38:05,13.85,KT,서울 강남,부산 해운대,,
고은비037,010-8037-1037,전성호068,010-8068-1068,2024-04-25,12:53:48,2024-04-25,12:57:07,3.33,LGU+,서울 강남,인천 부평,,
류하준034,010-8034-1034,류하준002,010-8002-1002,2024-07-06,04:10:59,2024-07-06,04:12:15,1.27,KT,서울 영등포,대구 수성,,
마준호043,010-8043-1043,마준호027,010-8027-1027,2024-04-03,11:51:41,2024-04-03,12:04:21,12.67,LGU+,인천 부평,수원 영통,,
장도윤047,010-8047-1047,송우진065,010-8065-1065,2024-05-01,20:34:25,2024-05-01,20:51:07,16.71,SKT,부산 해운대,서울 강남,,
류하준034,010-8034-1034,양준석022,010-8022-1022,2024-08-19,10:07:32,2024-08-19,10:08:44,1.2,LGU+,수원 영통,서울 서초,,
전성호036,010-8036-1036,황미경003,010-8003-1003,2024-06-16,15:56:50,2024-06-16,16:09:34,12.74,LGU+,인천 부평,인천 부평,,
신소희,010-1265-1015,장도윤063,010-8063-1063,2024-01-25,11:41:42,2024-01-25,11:49:10,7.48,LGU+,대전 유성,대구 수성,,
남지연032,010-8032-1032,차미래071,010-8071-1071,2024-09-06,07:17:38,2024-09-06,07:28:35,10.96,SKT,서울 서초,서울 강남,,
차미래071,010-8071-1071,유태경024,010-8024-1024,2024-04-01,23:00:12,2024-04-01,23:08:43,8.52,LGU+,부산 해운대,서울 강남,,
홍예린,010-1243-1113,윤다은,010-1166-1106,2024-04-16,18:13:52,2024-04-16,18:15:11,1.33,KT,서울 영등포,서울 강남,,
도하린042,010-8042-1042,양준석038,010-8038-1038,2024-03-20,01:13:20,2024-03-20,01:17:41,4.36,KT,서울 강남,수원 영통,,
송우진065,010-8065-1065,고은비005,010-8005-1005,2024-02-22,07:03:29,2024-02-22,07:16:35,13.11,KT,서울 서초,서울 강남,,
장도윤015,010-8015-1015,양준석038,010-8038-1038,2024-04-04,07:53:54,2024-04-04,08:04:11,10.29,LGU+,수원 영통,서울 서초,,
마준호059,010-8059-1059,양준석070,010-8070-1070,2024-07-27,04:40:15,2024-07-27,04:53:33,13.31,LGU+,서울 서초,대구 수성,,
유태경008,010-8008-1008,마준호059,010-8059-1059,2024-04-19,23:23:28,2024-04-19,23:28:49,5.35,SKT,대전 유성,서울 영등포,,
차미래023,010-8023-1023,마준호027,010-8027-1027,2024-07-19,15:09:17,2024-07-19,15:09:55,0.64,SKT,수원 영통,대구 수성,,
박민수,010-1122-1102,이영희,010-1111-1201,2024-05-22,11:41:32,2024-05-22,11:42:15,0.72,LGU+,대전 유성,서울 강남,,
권태영,010-1276-1116,변서연012,010-8012-1012,2024-06-21,09:20:08,2024-06-21,09:37:43,17.59,LGU+,대구 수성,수원 영통,,
송우진049,010-8049-1049,변서연028,010-8028-1028,2024-09-17,20:59:09,2024-09-17,21:02:01,2.87,LGU+,대전 유성,인천 부평,,
설진우013,010-8013-1013,장도윤031,010-8031-1031,2024-06-05,03:00:04,2024-06-05,03:04:17,4.23,LGU+,서울 영등포,부산 해운대,,
차미래023,010-8023-1023,유태경024,010-8024-1024,2024-09-14,13:55:21,2024-09-14,13:56:49,1.47,LGU+,대전 유성,서울 강남,,
최지훈,010-1133-1203,마준호027,010-8027-1027,2024-10-02,20:14:07,2024-10-02,20:17:16,3.15,KT,인천 부평,서울 서초,,
송우진017,010-8017-1017,전성호068,010-8068-1068,2024-05-17,12:53:55,2024-05-17,12:58:41,4.78,SKT,서울 서초,대전 유성,,
이영희,010-1111-1101,정하늘,010-1144-1004,2024-04-07,02:15:46,2024-04-07,02:16:29,0.73,LGU+,부산 해운대,수원 영통,,
고은비053,010-8053-1053,류하준002,010-8002-1002,2024-06-01,20:02:38,2024-06-01,20:05:32,2.9,LGU+,서울 강남,대구 수성,,
차미래039,010-8039-1039,차미래071,010-8071-1071,2024-04-26,16:38:14,2024-04-26,16:44:46,6.54,LGU+,대전 유성,부산 해운대,,
고은비005,010-8005-1005,송우진033,010-8033-1033,2024-09-07,19:51:43,2024-09-07,20:07:45,16.04,LGU+,수원 영통,대전 유성,,
변서연060,010-8060-1060,황미경051,010-8051-1051,2024-01-08,17:02:33,2024-01-08,17:05:49,3.27,SKT,부산 해운대,서울 서초,,
서유진,010-1199-1109,오세진,010-1155-1105,2024-05-11,15:51:18,2024-05-11,15:52:28,1.17,KT,서울 서초,수원 영통,,
차미래007,010-8007-1007,남지연000,010-8000-1000,2024-04-10,23:10:34,2024-04-10,23:17:17,6.72,LGU+,대구 수성,부산 해운대,,
정하늘,010-1144-1104,신소희,010-1265-1115,2024-05-27,02:24:32,2024-05-27,02:33:11,8.66,LGU+,인천 부평,서울 서초,,
양준석070,010-8070-1070,도하린074,010-8074-1074,2024-04-22,05:51:52,2024-04-22,05:59:23,7.52,LGU+,서울 강남,서울 영등포,,
남지연016,010-8016-1016,안채원046,010-8046-1046,2024-07-18,09:34:18,2024-07-18,09:46:56,12.64,KT,대전 유성,부산 해운대,,
설진우045,010-8045-1045,홍예린,010-1243-1113,2024-05-29,19:53:33,2024-05-29,19:53:50,0.29,LGU+,인천 부평,서울 영등포,,
김철수,010-1100-1100,이영희,010-1111-1301,2024-08-30,07:50:30,2024-08-30,08:05:13,14.73,SKT,서울 서초,서울 서초,,
권태영,010-1276-1016,윤다은,010-1166-1006,2024-01-13,19:56:35,2024-01-13,19:57:12,0.63,LGU+,부산 해운대,서울 서초,,
차미래023,010-8023-1023,남지연048,010-8048-1048,2024-01-12,04:51:48,2024-01-12,04:54:37,2.82,SKT,서울 영등포,대전 유성,,
송우진017,010-8017-1017,송우진001,010-8001-1001,2024-06-13,09:15:28,2024-06-13,09:16:18,0.84,KT,대구 수성,서울 서초,,
도하린042,010-8042-1042,류하준018,010-8018-1018,2024-03-12,07:32:38,2024-03-12,07:33:28,0.84,KT,부산 해운대,서울 영등포,,
설진우045,010-8045-1045,차미래007,010-8007-1007,2024-01-22,11:03:58,2024-01-22,11:21:40,17.7,KT,서울 서초,서울 서초,,
이영희,010-1111-1201,김철수,010-1100-1100,2024-06-30,13:26:29,2024-06-30,13:42:10,15.69,SKT,서울 서초,서울 강남,,
유태경072,010-8072-1072,도하린074,010-8074-1074,2024-05-28,09:36:11,2024-05-28,09:53:04,16.89,LGU+,수원 영통,인천 부평,,
오세진,010-1155-1205,이영희,010-1111-1301,2024-09-08,14:50:01,2024-09-08,14:50:20,0.32,SKT,대구 수성,부산 해운대,,
전성호036,010-8036-1036,차미래039,010-8039-1039,2024-07-10,07:01:00,2024-07-10,07:08:40,7.67,KT,대구 수성,서울 영등포,,
설진우013,010-8013-1013,남지연016,010-8016-1016,2024-01-14,21:33:53,2024-01-14,21:34:52,0.99,SKT,수원 영통,부산 해운대,,
양준석070,010-8070-1070,양준석006,010-8006-1006,2024-07-06,20:01:58,2024-07-06,20:06:53,4.92,SKT,서울 강남,서울 강남,,
차미래039,010-8039-1039,황미경003,010-8003-1003,2024-08-15,13:15:58,2024-08-15,13:26:24,10.44,LGU+,부산 해운대,서울 강남,,
변서연044,010-8044-1044,마준호011,010-8011-1011,2024-09-20,13:42:04,2024-09-20,13:43:32,1.47,KT,인천 부평,서울 강남,,
박민수,010-1122-1002,서유진,010-1199-1009,2024-01-29,00:13:19,2024-01-29,00:30:23,17.07,SKT,인천 부평,인천 부평,,
도하린058,010-8058-1058,고은비005,010-8005-1005,2024-06-10,01:26:31,2024-06-10,01:27:08,0.63,LGU+,대구 수성,부산 해운대,,
설진우013,010-8013-1013,마준호075,010-8075-1075,2024-01-08,10:52:21,2024-01-08,11:02:44,10.39,KT,수원 영통,대전 유성,,
이영희,010-1111-1101,윤다은,010-1166-1106,2024-04-06,16:23:39,2024-04-06,16:24:49,1.18,LGU+,수원 영통,서울 강남,,
전성호020,010-8020-1020,류하준050,010-8050-1050,2024-08-23,12:39:55,2024-08-23,12:51:00,11.09,SKT,인천 부평,서울 영등포,,
신소희,010-1265-1215,차미래007,010-8007-1007,2024-07-17,16:26:34,2024-07-17,16:39:14,12.68,KT,부산 해운대,수원 영통,,
설진우077,010-8077-1077,유태경024,010-8024-1024,2024-08-01,11:00:19,2024-08-01,11:12:19,12.0,KT,서울 영등포,수원 영통,,
양준석038,010-8038-1038,전성호052,010-8052-1052,2024-07-02,00:05:46,2024-07-02,00:17:53,12.13,LGU+,서울 영등포,수원 영통,,
차미래023,010-8023-1023,노시우025,010-8025-1025,2024-10-06,11:35:16,2024-10-06,11:44:23,9.12,LGU+,서울 영등포,대구 수성,,
송우진017,010-8017-1017,유태경008,010-8008-1008,2024-01-03,03:57:30,2024-01-03,03:57:45,0.26,KT,대구 수성,서울 서초,,
박민수,010-1122-1002,문재혁,010-1254-1014,2024-02-01,14:06:51,2024-02-01,14:23:08,16.29,KT,서울 서초,서울 영등포,,
설진우045,010-8045-1045,노시우073,010-8073-1073,2024-03-11,10:28:13,2024-03-11,10:34:27,6.24,LGU+,서울 영등포,대전 유성,,
안채원046,010-8046-1046,설진우077,010-8077-1077,2024-02-03,18:16:46,2024-02-03,18:32:02,15.28,KT,대전 유성,수원 영통,,
변서연044,010-8044-1044,차미래071,010-8071-1071,2024-01-31,02:07:36,2024-01-31,02:14:55,7.32,SKT,서울 영등포,수원 영통,,
안채원014,010-8014-1014,설진우029,010-8029-1029,2024-02-22,22:07:59,2024-02-22,22:13:10,5.19,LGU+,서울 강남,대전 유성,,
설진우077,010-8077-1077,설진우029,010-8029-1029,2024-07-27,23:55:22,2024-07-28,00:07:22,12.01,LGU+,서울 서초,대구 수성,,
배성호,010-1232-1112,안채원078,010-8078-1078,2024-04-13,04:21:45,2024-04-13,04:25:46,4.02,KT,서울 강남,서울 강남,,
박민수,010-1122-1202,홍예린,010-1243-1213,2024-08-28,14:40:19,2024-08-28,14:54:51,14.54,LGU+,서울 강남,대전 유성,,
송우진065,010-8065-1065,황미경035,010-8035-1035,2024-05-05,01:44:09,2024-05-05,01:58:27,14.31,LGU+,서울 서초,수원 영통,,
마준호059,010-8059-1059,송우진017,010-8017-1017,2024-03-31,10:32:30,2024-03-31,10:42:14,9.74,LGU+,인천 부평,인천 부평,,
설진우045,010-8045-1045,황미경051,010-8051-1051,2024-04-03,19:21:13,2024-04-03,19:21:53,0.68,SKT,대구 수성,부산 해운대,,
송우진065,010-8065-1065,마준호075,010-8075-1075,2024-02-28,19:28:51,2024-02-28,19:30:06,1.25,LGU+,인천 부평,서울 영등포,,
송우진017,010-8017-1017,류하준018,010-8018-1018,2024-01-14,07:56:23,2024-01-14,08:06:57,10.58,LGU+,인천 부평,인천 부평,,
홍예린,010-1243-1113,최지훈,010-1133-1103,2024-05-09,23:01:22,2024-05-09,23:15:46,14.4,KT,부산 해운대,서울 서초,,
차미래007,010-8007-1007,류하준018,010-8018-1018,2024-05-04,12:19:23,2024-05-04,12:21:10,1.79,LGU+,서울 영등포,서울 영등포,,
조현우,010-1210-1110,노시우009,010-8009-1009,2024-04-13,04:49:49,2024-04-13,05:00:45,10.94,SKT,서울 서초,서울 영등포,,
노시우057,010-8057-1057,노시우041,010-8041-1041,2024-06-12,04:48:37,2024-06-12,04:49:58,1.35,KT,수원 영통,서울 서초,,
마준호043,010-8043-1043,류하준002,010-8002-1002,2024-02-18,09:13:21,2024-02-18,09:18:12,4.86,SKT,서울 영등포,수원 영통,,
안채원062,010-8062-1062,변서연044,010-8044-1044,2024-08-12,11:48:10,2024-08-12,12:05:28,17.31,KT,서울 강남,서울 서초,,
남지연064,010-8064-1064,황미경035,010-8035-1035,2024-09-27,18:39:59,2024-09-27,18:51:23,11.41,KT,서울 강남,수원 영통,,
송우진033,010-8033-1033,유태경008,010-8008-1008,2024-09-11,06:08:33,2024-09-11,06:26:28,17.92,KT,수원 영통,서울 서초,,
노시우041,010-8041-1041,양준석054,010-8054-1054,2024-04-24,18:43:49,2024-04-24,18:44:26,0.62,KT,부산 해운대,대전 유성,,
양준석022,010-8022-1022,고은비053,010-8053-1053,2024-05-15,08:17:13,2024-05-15,08:17:50,0.62,LGU+,대구 수성,서울 영등포,,
류하준050,010-8050-1050,변서연076,010-8076-1076,2024-09-30,10:20:29,2024-09-30,10:21:03,0.57,LGU+,서울 강남,대구 수성,,
서유진,010-1199-1209,도하린010,010-8010-1010,2024-09-13,23:22:03,2024-09-13,23:24:42,2.66,SKT,서울 서초,대전 유성,,
권태영,010-1276-1016,류하준050,010-8050-1050,2024-02-28,11:22:54,2024-02-28,11:31:40,8.78,SKT,인천 부평,서울 서초,,
송우진033,010-8033-1033,유태경072,010-8072-1072,2024-08-12,17:42:54,2024-08-12,17:44:16,1.37,KT,대구 수성,수원 영통,,
안채원078,010-8078-1078,변서연012,010-8012-1012,2024-06-21,19:39:57,2024-06-21,19:43:54,3.96,LGU+,대전 유성,대전 유성,,
송우진001,010-8001-1001,변서연076,010-8076-1076,2024-08-30,18:00:31,2024-08-30,18:16:21,15.84,KT,서울 서초,서울 강남,,
류하준050,010-8050-1050,류하준034,010-8034-1034,2024-02-09,01:27:34,2024-02-09,01:28:59,1.43,SKT,수원 영통,수원 영통,,
황미경051,010-8051-1051,노시우025,010-8025-1025,2024-02-11,10:28:48,2024-02-11,10:29:07,0.32,KT,서울 강남,서울 강남,,
마준호059,010-8059-1059,송우진065,010-8065-1065,2024-02-03,10:31:38,2024-02-03,10:31:54,0.28,LGU+,인천 부평,대전 유성,,
류하준002,010-8002-1002,마준호075,010-8075-1075,2024-07-04,14:37:36,2024-07-04,14:41:41,4.09,SKT,수원 영통,대전 유성,,
유태경056,010-8056-1056,양준석022,010-8022-1022,2024-08-15,00:39:02,2024-08-15,00:55:55,16.9,SKT,인천 부평,인천 부평,,
조현우,010-1210-1210,박민수,010-1122-1202,2024-08-01,09:07:25,2024-08-01,09:08:46,1.35,KT,서울 영등포,수원 영통,,
오세진,010-1155-1005,안채원030,010-8030-1030,2024-01-20,06:42:35,2024-01-20,06:52:53,10.3,SKT,수원 영통,부산 해운대,,
마준호043,010-8043-1043,도하린042,010-8042-1042,2024-01-09,18:59:42,2024-01-09,19:02:15,2.55,LGU+,대구 수성,부산 해운대,,
변서연060,010-8060-1060,변서연028,010-8028-1028,2024-04-25,04:14:27,2024-04-25,04:22:42,8.26,LGU+,대전 유성,서울 강남,,
차미래055,010-8055-1055,마준호011,010-8011-1011,2024-09-21,12:27:51,2024-09-21,12:28:43,0.87,KT,서울 서초,서울 서초,,
송우진065,010-8065-1065,마준호075,010-8075-1075,2024-05-31,00:09:51,2024-05-31,00:25:16,15.42,SKT,부산 해운대,대구 수성,,
이영희,010-1111-1201,윤다은,010-1166-1206,2024-07-31,10:59:50,2024-07-31,11:00:41,0.86,SKT,인천 부평,인천 부평,,
이영희,010-1111-1201,김철수,010-1100-1100,2024-07-21,20:29:09,2024-07-21,20:34:39,5.5,SKT,인천 부평,대구 수성,,
유태경072,010-8072-1072,안채원014,010-8014-1014,2024-03-06,03:58:50,2024-03-06,04:16:35,17.75,LGU+,수원 영통,대전 유성,,
